Ref #,Activity,Project Title,Country,Delivery Partner,Region,SIDS,LDCs,NAP,Status,Approved Date,Financing
CAF-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Central African Republic (the),UNDP,AF,FALSE,TRUE,FALSE,Closed,"Jan 29, 2016",300000
CAF-RS-002,Strategic Framework (SF),Supporting the recently established National Coordination on Climate Change (Coordination Nationale Climat) strengthening its engagement with GCF through ambitious pipeline development,Central African Republic (the),COMIFAC_CMR,AF,FALSE,TRUE,FALSE,Closed,"Dec 26, 2017",328020
CAF-RS-003,,Advancing the CAR Country Programme by supporting the NDA and country stakeholders in programme development for climate finance,Central African Republic (the),GWPO,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 29, 2021",443130
CHL-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Chile,CICA,LAC,FALSE,FALSE,FALSE,Closed,"Jan 28, 2016",300000
CHL-RS-002,Support for direct access entities (ES),Direct Access Entity Support + Strategic Framework,Chile,CAF,LAC,FALSE,FALSE,FALSE,Closed,"Mar 16, 2017",700000
CHL-RS-003,Support for direct access entities (ES),Support for potential accreditation and executing entities of local agencies,Chile,CAF,LAC,FALSE,FALSE,FALSE,Cancelled,"Mar 16, 2017",300000
CHL-RS-004,Strategic Framework (SF),Support for strengthening public private planning processes at the subnational level for the development of local country programs.,Chile,CAF,LAC,FALSE,FALSE,FALSE,Closed,"Dec 22, 2017",700000
CHL-RS-005,Adaptation Planning,"Update of the Climate Change Adaptation Plan for the Forestry, Agriculture and Livestock Sector",Chile,FAO,LAC,FALSE,FALSE,TRUE,Closed,"Dec 2, 2019",499695
CHL-RS-006,,"Enhancing climate action with an updated Country Programme, strengthening direct access entities DAE to develop a pipeline of projects and effectively implement GCF funded activities",Chile,FYNSA,LAC,FALSE,FALSE,FALSE,Closed,"Mar 17, 2021",307918
CHL-RS-007,Adaptation Planning,Update of the National Climate Change Adaptation Plan NAP in Chile,Chile,FAO,LAC,FALSE,FALSE,TRUE,Disbursed,"Dec 3, 2021",599893
CHL-RS-008,Adaptation Planning,Update of the Climate Change Adaptation Plan for Biodiversity,Chile,FAO,LAC,FALSE,FALSE,TRUE,Disbursed,"Dec 3, 2021",430000
CHL-RS-009,Adaptation Planning,Formulation of the National Climate Change Adaptation Plan NAP for Water Resources of Chile,Chile,FAO,LAC,FALSE,FALSE,TRUE,Disbursed,"Nov 2, 2022",1470000
CHL-RS-010,,Regional and local capacity building for the implementation of the Climate Change Framework Law in Chile,Chile,FAO,LAC,FALSE,FALSE,FALSE,Disbursed,"Nov 14, 2022",654320
CHL-RS-011,,Strengthening governance and evidence for the design of Chiles long-term strategy on green infrastructure and nature-based solutions in urban and peri-urban areas,Chile,FAO,LAC,FALSE,FALSE,FALSE,Disbursed,"Nov 14, 2023",599932
CHL-RS-012,,Strengthening institutional capacities and processes to enhance project development and to increase mobilization of climate finance for the implementation of Nationally Designated Contributions NDCs and the Long-Term Strategy LTS in Chile,Chile,CAF,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 13, 2023",399750
CIV-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Cote d'Ivoire,CSE,AF,FALSE,FALSE,FALSE,Closed,"Jul 27, 2017",300000
CIV-RS-002,Adaptation Planning,Strengthening climate change adaptation integration into development planning in Côte d’Ivoire,Cote d'Ivoire,UNDP,AF,FALSE,FALSE,TRUE,Closed,"Feb 8, 2019",2388865
CIV-RS-003,Support for direct access entities (ES),Enhancing the Republic of Côte d’Ivoire’s Access to Climate Finance,Cote d'Ivoire,GGGI,AF,FALSE,FALSE,FALSE,Closed,"Dec 18, 2019",414232
CIV-RS-004,,Strengthening Côte d’Ivoire’s capacities & ownership to access climate finance for Country Programme implementation,Cote d'Ivoire,FIRCA,AF,FALSE,FALSE,FALSE,Closed,"Dec 31, 2020",477135
CIV-RS-005,,Technical Guidance for Updating Technology Needs Assessment TNA and development of a technological action plan for the implementation of NDC Cte dIvoire,Cote d'Ivoire,UNEP,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2021",454911
CIV-RS-006,,Support for the Establishment of a National Green Financing Vehicle and Development of Green Building Minimum Compliance System and Direct access application in Cte dIvoire,Cote d'Ivoire,GGGI,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2021",440000
CIV-RS-007,Strategic Framework (SF),"Strengthen institutional capacity, governance mechanisms, innovative research and financing, and planning and programming frameworks for a transformational long-term climate action agenda",Cote d'Ivoire,FIRCA,AF,FALSE,FALSE,FALSE,Disbursed,"Mar 28, 2024",388540
CMR-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Establishing and strengthening the National Designated Authority and Focal Point, developing strategic framework for engagement with the GCF, including preparation of country program and initial pipelines of programs and projects",Cameroon,IUCN,AF,FALSE,FALSE,FALSE,Closed,"Jun 30, 2017",300000
CMR-RS-002,Strategic Framework (SF),Technical guidance and support to conduct a technology needs assessment and a technology action plan for Cameroon,Cameroon,UNIDO,AF,FALSE,FALSE,FALSE,Closed,"Dec 24, 2019",212999
CMR-RS-003,Strategic Framework (SF),Strengthening Country’s capacities for Increased resilience and mitigation potential through agroforestry in the North and the Far North Regions of Cameroon,Cameroon,FAO,AF,FALSE,FALSE,FALSE,Closed,"Dec 29, 2019",250000
CMR-RS-004,Adaptation Planning,Building capacity to advance the National Adaptation Planning Process in Cameroon.,Cameroon,UNEP,AF,FALSE,FALSE,TRUE,Disbursed,"Feb 22, 2024",2965684
COD-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Democratic Republic of the Congo (the),CSE,AF,FALSE,TRUE,FALSE,Closed,"Jul 2, 2015",300000
COD-RS-002,Adaptation Planning,Medium term investment planning for adaptation in climate sensitive sectors in the Democratic Republic of Congo : Advancing the NAP process,Democratic Republic of the Congo (the),UNDP,AF,FALSE,TRUE,TRUE,Closed,"Jan 31, 2018",1397000
COD-RS-003,Strategic Framework (SF),Readiness Support to Access Finance for DRC (Area 4),Democratic Republic of the Congo (the),FAO,AF,FALSE,TRUE,FALSE,Closed,"Jan 9, 2019",299718
COD-RS-004,Strategic Framework (SF),Technical guidance and support for conducting Technology Needs Assessment for Democratic Republic of Congo,Democratic Republic of the Congo (the),UNIDO,AF,FALSE,TRUE,FALSE,Closed,"Dec 24, 2019",326689
COD-RS-005,Support for direct access entities (ES),Strengthening Capacity of Direct Access Entity,Democratic Republic of the Congo (the),BCECO,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 31, 2019",265211
COD-RS-006,,National Readiness to enable strategic approaches for 30x30 investments in the Democratic Republic of the Congo,Democratic Republic of the Congo (the),WWF,AF,FALSE,TRUE,FALSE,Disbursed,"Nov 2, 2021",100000
COD-RS-007,,"Green, Resilient Recovery Rapid Readiness Support in Democratic Republic of Congo",Democratic Republic of the Congo (the),BCECO,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 31, 2021",299950
COD-RS-008,Strategic Framework (SF),National Readiness to enable strategic approaches for 30X30 investments in the Democratic Republic of Congo,Democratic Republic of the Congo (the),WWF,AF,FALSE,TRUE,FALSE,Disbursed,"Mar 28, 2024",250000
COG-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Congo,UNDP,AF,FALSE,FALSE,FALSE,Cancelled,"May 12, 2016",300000
COG-RS-002,Strategic Framework (SF),Support to the Republic of Congo’s GCF Focal Point and his team to strengthen their coordination capacities and to undertake consultations and studies in the forest and land use sector,Congo,FAO,AF,FALSE,FALSE,FALSE,Closed,"Feb 23, 2018",617000
COK-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening,Cook Islands,MFEM_COK,AP,TRUE,FALSE,FALSE,Closed,"Aug 25, 2015",150000
COK-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)","Continue to strengthen the National Designated Authority and the Ministry of Finance and Economic Management(MFEM), in developing strategic frameworks for engagement with the GCF, including the preparation of country programmes and progress towards Direct",Cook Islands,MFEM_COK,AP,TRUE,FALSE,FALSE,Closed,"Jun 13, 2017",685900
COK-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthen the implementation of the Country Program,Cook Islands,MFEM_COK,AP,TRUE,FALSE,FALSE,Disbursed,"Oct 24, 2019",999996
COK-RS-004,,"Green, Resilient Recovery Rapid Readiness Support in the Cook Islands",Cook Islands,MFEM_COK,AP,TRUE,FALSE,FALSE,Disbursed,"Jun 22, 2021",299135
COK-RS-005,Adaptation Planning,Increasing the Resilience of the Cook Islands through Enhancing a National Adaptation Programme,Cook Islands,MFEM_COK,AP,TRUE,FALSE,TRUE,Disbursed,"Oct 13, 2021",2999830
COK-RS-006,,Scaling up green finance practices: A blueprint to break-through into a climate resilient Cook Islands as a catalyst to mobilize private sector engagement,Cook Islands,BCI,AP,TRUE,FALSE,FALSE,Disbursed,"Dec 31, 2021",417232
COK-RS-007,,Facilitating the Cook Islands Ability to Strengthen Long-term Low-emission and Climate-resilient Development,Cook Islands,MFEM_COK,AP,TRUE,FALSE,FALSE,In Legal Processing,"Aug 21, 2023",2977736
COL-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Colombia,APC_COL,LAC,FALSE,FALSE,FALSE,Closed,"Jun 29, 2017",393000
COL-RS-002,Strategic Framework (SF),Readiness Proposal for Colombia Municipal Solid Waste NAMA,Colombia,Findeter,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 26, 2017",310002
COL-RS-003,Adaptation Planning,Adaptation Planning,Colombia,FondoAccion,LAC,FALSE,FALSE,TRUE,Closed,"Jan 8, 2018",2683964
COL-RS-004,Strategic Framework (SF),Supporting the implementation of the Colombian Pilots of Financial Innovation – Green Protocol,Colombia,ASOBANCARIA_COL,LAC,FALSE,FALSE,FALSE,Closed,"Feb 14, 2018",309800
COL-RS-005,Support for direct access entities (ES),Strengthening of Bancóldex capacities to scale up climate financing in Colombia,Colombia,Bancoldex,LAC,FALSE,FALSE,FALSE,Closed,"Mar 12, 2019",300000
COL-RS-006,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening of the Collegiate Body on Climate Finance and Enhancement of the Country Programming Process in Colombia,Colombia,FondoAccion,LAC,FALSE,FALSE,FALSE,Closed,"Oct 31, 2019",299881
COL-RS-007,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening capabilities of indigenous peoples on climate finance in Colombia,Colombia,FondoAccion,LAC,FALSE,FALSE,FALSE,Closed,"Nov 8, 2019",299981
COL-RS-008,,DAE Support and Sustainable AFOLU Pipeline Development in Colombia,Colombia,GGGI,LAC,FALSE,FALSE,FALSE,Closed,"Nov 13, 2020",377822
COL-RS-009,,Strengthening the business sector in climate risk management for efficient use of water resources,Colombia,FondoAccion,LAC,FALSE,FALSE,FALSE,Disbursed,"Jul 19, 2022",265000
COL-RS-010,,Capacity building and baseline strengthening towards a transport sector GHG mitigation actions portfolio for Bogota,Colombia,Findeter,LAC,FALSE,FALSE,FALSE,In Legal Processing,"Mar 14, 2023",299840
COL-RS-011,,"Support to the preparation of a Technology Needs Assessment and Technology Action Plans for Colombia, to the consolidation of climate finance capabilities of the NDA and Collegiate Body, the strengthening of direct access entities, and the accreditation",Colombia,FondoAccion,LAC,FALSE,FALSE,FALSE,Disbursed,"Sep 12, 2023",300160
COL-RS-012,,Advance the mobilization of climate finance in Colombias AFOLU sector through Direct Access Entity support and implementation of the countrys green taxonomy,Colombia,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Jan 11, 2024",300893
COL-RS-013,,Supporting a National Coordinated Approach to Fire Management in Colombia,Colombia,ISFMI_AUS,LAC,FALSE,FALSE,FALSE,In Legal Processing,"Mar 21, 2024",399930
COM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Developing Union of Comoros systems and processes on GCF country programming,Comoros (the),UNEP,AF,TRUE,TRUE,FALSE,Disbursed,"Oct 31, 2018",426080
COM-RS-002,,Support The Union of Comoros to enhance access to Climate Finance under the Green Climate Fund GCF: enhancing the decision-making process through better mainstreaming science-based information.,Comoros (the),OACPS,AF,TRUE,TRUE,FALSE,Disbursed,"Nov 9, 2022",395000
CPV-RS-001,,Enhance capacities of Cabo Verde in addressing the effects of climate change in key sectors of the Blue Economy,Cabo Verde,FAO,AF,TRUE,FALSE,FALSE,Disbursed,"Dec 3, 2021",496932
CPV-RS-002,,Country programming support and sustainable tourism planning for Cabo Verde,Cabo Verde,UNIDO,AF,TRUE,FALSE,FALSE,Disbursed,"Feb 26, 2022",499379
CPV-RS-003,Support for direct access entities (ES),Enabling Direct Access to GCF Climate Finance for Cabo Verde,Cabo Verde,LuxDev,AF,TRUE,FALSE,FALSE,Disbursed,"Feb 5, 2024",506914
CRI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Costa Rica: Towards Responsible Sustainable Finance for Climate Action,Costa Rica,CAF,LAC,FALSE,FALSE,FALSE,Closed,"Mar 20, 2017",300000
CRI-RS-002,Adaptation Planning,Adaptation Planning,Costa Rica,UNEP,LAC,FALSE,FALSE,TRUE,Disbursed,"Oct 10, 2018",2861917
CRI-RS-003,,Aligning financial flows of the financial sector in Costa Rica with the Paris Agreement climate change goals,Costa Rica,UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Aug 19, 2022",627331
CRI-RS-004,,Increased resilience of urban development and infrastructure in Costa Rica through the development of an adaptation construction code,Costa Rica,UN-Habitat,LAC,FALSE,FALSE,FALSE,Legal Agreement Effective,"Feb 29, 2024",999820
CUB-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","NDA Strengthening, including country programming",Cuba,UNDP,LAC,TRUE,FALSE,FALSE,Closed,"Jul 31, 2018",333300
CUB-RS-002,,"Post COVID-19 Green Recovery for Food, Health, and Water Security strengthened by financial and technological innovations for Cuba",Cuba,SNU_KOR,LAC,TRUE,FALSE,FALSE,Closed,"Dec 21, 2020",290000
CUB-RS-003,Adaptation Planning,Adaptation Plan for the Havana Coastal Zone,Cuba,UNDP,LAC,TRUE,FALSE,TRUE,Disbursed,"Nov 22, 2021",3000000
CUB-RS-004,,Strengthening capacities to scale up climate finance in Cuba and development of project pipeline with funding proposals on adaptation and mitigation,Cuba,UNDP,LAC,TRUE,FALSE,FALSE,Disbursed,"Sep 7, 2022",434490
CUB-RS-005,,Enhanced energy efficiency and climate resilience in neighborhoods and communities in Cuba,Cuba,UN-Habitat,LAC,TRUE,FALSE,FALSE,Legal Agreement Effective,"Oct 17, 2022",499760
CUB-RS-006,,REDD Readiness Preparation in Cuba,Cuba,FAO,LAC,TRUE,FALSE,FALSE,Disbursed,"Nov 29, 2023",525000
DAE-RS-001,,Readiness Support for the Implementation of the IRMF for the Caribbean Development Bank CDB,,CDB,,FALSE,FALSE,FALSE,Disbursed,"Jul 4, 2022",199736
DAE-RS-002,,Readiness Support for the Implementation of the IRMF forSmall Scale Industries Development Bank of India SIDBI,,SIDBI,,FALSE,FALSE,FALSE,Disbursed,"Nov 22, 2022",199973
DAE-RS-003,,Readiness Support for the Implementation of the IRMF for Alternative Energy Promotion Centre AEPC,,AEPC,,FALSE,FALSE,FALSE,In Legal Processing,"Nov 25, 2022",199915
DAE-RS-004,,Readiness Support for the Implementation of the IRMF for the Ministry of Finance and Economic Management,,MFEM_COK,,FALSE,FALSE,FALSE,Disbursed,"Dec 29, 2022",199983
DAE-RS-005,"NDA Strengthening, including country programming (SP, NDA, CP)",Readiness Support for the Implementation of the IRMF for [Vietnam Development Bank],,VDB,,FALSE,FALSE,FALSE,Legal Agreement Effective,"Jan 19, 2023",199870
DAE-RS-006,,Readiness Support for the Implementation of the IRMF for the Caribbean Community Climate Change Centre,,CCCCC,,FALSE,FALSE,FALSE,Disbursed,"Jan 18, 2023",199966
DAE-RS-007,,Readiness Support for the Implementation of the Integrated Results Management Framework IRMF for the Department of Environment,,DOE_ATG,,FALSE,FALSE,FALSE,Disbursed,"Mar 7, 2023",199901
DAE-RS-008,Support for direct access entities (ES),Readiness Support for the Implementation of the IRMF for SPC,,SPC,,FALSE,FALSE,FALSE,Disbursed,"Mar 16, 2023",200000
DAE-RS-009,,Readiness Support for the Implementation of the IRMF for DAE Fast-Track,Benin,FNEC,AF,FALSE,TRUE,FALSE,Legal Agreement Effective,"Jun 26, 2023",50000
DAE-RS-010,,Readiness Support for the Implementation of the IRMF for DAE Fast-Track,,KDB,,FALSE,FALSE,FALSE,In Legal Processing,"Jun 26, 2023",50000
DAE-RS-011,Support for direct access entities (ES),Readiness Support for the Implementation of the IRMF for DAE Fast-Track,Senegal,CSE,AF,FALSE,TRUE,FALSE,Legal Agreement Effective,"Jul 14, 2023",50000
DAE-RS-012,Support for direct access entities (ES),Readiness Support for the Implementation of the IRMF for National Trust for Nature Conservation NTNC,,NTNC,,FALSE,FALSE,FALSE,Disbursed,"Nov 13, 2023",199966
DAE-RS-013,Support for direct access entities (ES),Readiness support for the implementation of the IRMF for Land Bank of the Philippines,,Landbank,,FALSE,FALSE,FALSE,In Legal Processing,"Nov 13, 2023",185818
DAE-RS-014,"NDA Strengthening, including country programming (SP, NDA, CP)",Readiness Support for the Implementation of the IRMF for KEMITRAAN,Indonesia,Kemitraan,AP,FALSE,FALSE,FALSE,Disbursed,"Feb 14, 2024",200000
DAE-RS-015,,Readiness Support for the Implementation of the IRMF for Brazilian Biodiversity Fund - FUNBIO,,Funbio,,FALSE,FALSE,FALSE,Disbursed,"Mar 3, 2024",200000
DJI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Djibouti,CSE,AF,FALSE,TRUE,FALSE,Closed,"Dec 29, 2015",300000
DMA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in Dominica,Dominica,UNDP,LAC,TRUE,FALSE,FALSE,Closed,"Jun 27, 2017",464778
DMA-RS-002,Adaptation Planning,Adaptation Planning,Dominica,DOE_ATG,LAC,TRUE,FALSE,TRUE,Cancelled,"Sep 3, 2018",2940000
DMA-RS-003,Strategic Framework (SF),"The Economic Feasibility Analysis of a Geothermal Based Green Industrial Eco park in the Commonwealth of Dominica, and Geothermal Resources Mapping in the Northern geothermal zone in the region near the town of Portsmouth",Dominica,Dominica,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 6, 2019",749060
DMA-RS-004,,Establishment and operationalization of National Financing Vehicle in Dominica,Dominica,GGGI,LAC,TRUE,FALSE,FALSE,Disbursed,"Sep 20, 2020",286329
DMA-RS-005,,Low Carbon Transport Dominica,Dominica,"Dominica, Ministry of Economic Affairs, Planning, Resilience, Sustainable Development, Telecommunications and Broadcasting",LAC,TRUE,FALSE,FALSE,Closed,"Oct 12, 2020",274417
DMA-RS-006,,Phase 1:Readiness to Strengthen  the enabling environment for a low carbon climate resilient Dominica through capacity development and elaboration of strategies and policies,Dominica,"Dominica, Ministry of Planning, Economic Development, Climate Resilience, Sustainable Development, and Renewable Energy",LAC,TRUE,FALSE,FALSE,Disbursed,"Nov 9, 2022",848670
DMA-RS-007,,Phase 2: Capacity Development and institutional strengthening to support the development and delivery of Dominicas GCF work program and facilitate the enabling environment fir investments further to the transition to a low carbon climate resilient economy,Dominica,"Dominica, Ministry of Finance, Economic Development, Climate Resilience, and Social Security",LAC,TRUE,FALSE,FALSE,In Legal Processing,"Mar 29, 2024",994688
DMA-RS-008,Adaptation Planning,National Adaptation Planning in the Commonwealth of Dominica,Dominica,,LAC,TRUE,FALSE,TRUE,In Legal Processing,"Jan 17, 2025",2953857
DOM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening National Capacities through the  Climate Change Readiness Support Program in the Dominican Republic,Dominican Republic (the),FundacionReservas,LAC,TRUE,FALSE,FALSE,Closed,"Jun 22, 2015",300000
DOM-RS-002,Adaptation Planning,Adaptation Planning,Dominican Republic (the),UNEP,LAC,TRUE,FALSE,TRUE,Disbursed,"May 11, 2018",2998325
DOM-RS-003,Strategic Framework (SF),Building Capacity for direct access to Climate Finance,Dominican Republic (the),CEDAF,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 29, 2019",565032
DOM-RS-004,,Mobilizing International Climate Finance and Private Investments for Low-Carbon Development in the Dominican Republic,Dominican Republic (the),GGGI,LAC,TRUE,FALSE,FALSE,Disbursed,"Aug 11, 2022",695742
DZA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","NDA Strengthening, including country programming",Algeria,ANCC_DZA,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 22, 2017",300000
DZA-RS-002,Adaptation Planning,Advancing the National Adaptation Plan process in Algeria to address short- and medium-term adaptation needs and lay the ground for long-term adaptation,Algeria,UNDP,AF,FALSE,FALSE,TRUE,Disbursed,"Apr 5, 2023",2852062
ECU-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Ecuador,UNDP,LAC,FALSE,FALSE,FALSE,Disbursed,"May 31, 2017",300000
ECU-RS-002,Adaptation Planning,Adaptation Planning,Ecuador,UNDP,LAC,FALSE,FALSE,TRUE,Disbursed,"Jul 11, 2018",3000000
ECU-RS-003,Strategic Framework (SF),Strategic Framework,Ecuador,FundacionAvina,LAC,FALSE,FALSE,FALSE,Closed,"Oct 26, 2018",559516
ECU-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Ecuador NDA Institutional Strengthening and Digitalization Process,Ecuador,GIZ,LAC,FALSE,FALSE,FALSE,Disbursed,"Nov 22, 2019",497047
ECU-RS-005,,Generation of a conceptual framework for the National Climate Change Registry of Ecuador and design of a Beta MRV system as part of the Registry,Ecuador,FAO,LAC,FALSE,FALSE,FALSE,Closed,"Dec 3, 2020",379641
ECU-RS-006,,"Development of an effective water governance framework for the implementation of the NDC in the health, food, and water security sectors in Ecuador",Ecuador,FAO,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 28, 2022",682791
ECU-RS-007,,Enhancing the capacities of Banco de Desarrollo de Ecuador B.P. BDE to support its accreditation to the Green Climate Fund,Ecuador,IICA,LAC,FALSE,FALSE,FALSE,Closed,"Feb 28, 2022",301717
ECU-RS-008,,Mobilizing International Climate Finance and Private Investments for Climate Resilient and Low-Carbon Development in Ecuador,Ecuador,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 13, 2022",499184
ECU-RS-009,,Creating the enabling conditions for the implementation of the Loss  Damage LD mechanism in Ecuador,Ecuador,CAF,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 17, 2023",499952
ECU-RS-010,,Greening Ecuador Central Bank,Ecuador,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 16, 2024",400711
ECU-RS-011,,Accelerating Ecuadors Climate Change Mitigation Initiatives with Strategic Action Plans and Investment Frameworks,Ecuador,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 29, 2024",585704
EGY-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Supporting Egypt’s engagement with the Green Climate Fund: Logical framework support,Egypt,UNEP,AF,FALSE,FALSE,FALSE,Closed,"Apr 24, 2017",300000
EGY-RS-002,Adaptation Planning,Formulation and Advancement of the National Adaptation Plans Process of Egypt,Egypt,UNDP,AF,FALSE,FALSE,TRUE,Disbursed,"Mar 5, 2021",2990115
EGY-RS-003,Strategic Framework (SF),Enhancing and showcasing Egypts leadership in cleantech innovation for climate action and energy transition,Egypt,UNIDO,AF,FALSE,FALSE,FALSE,Disbursed,"Mar 28, 2024",898838
ERI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Building Eritrea’s capacity for engagement with the Green Climate Fund,Eritrea,UNEP,AF,FALSE,TRUE,FALSE,Closed,"Dec 29, 2019",299965
ERI-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",Building Eritreas capacity for effective engagement with the Green Climate Fund,Eritrea,OSS,AF,FALSE,TRUE,FALSE,Disbursed,"Mar 29, 2024",319677
ERI-RS-003,Adaptation Planning,Advancing the NAP process in Eritrea,Eritrea,UNEP,AF,FALSE,TRUE,TRUE,Legal Agreement Effective,"Jun 25, 2024",2834703
ESS Gender Roster,Support for direct access entities (ES),Environmental and social safeguards and gender roster support,Cambodia,MottMacDonald_GBR,AP,FALSE,TRUE,FALSE,Closed,"Nov 14, 2017",24608
ESS Gender roster,Support for direct access entities (ES),Environmental and social safeguards and gender roster support,Uruguay,PwC_GBR,LAC,FALSE,FALSE,FALSE,Closed,"Jun 13, 2018",94084.5
ESS Gender Roster,Support for direct access entities (ES),Environmental and social safeguards and gender roster support,Saint Lucia,PwC_GBR,LAC,TRUE,FALSE,FALSE,Closed,"Feb 9, 2019",95000
ESSG Pre-accreditation support (roster firms),Support for direct access entities (ES),ESSG pre-accreditaton support to GEDF,Georgia,ABT_GBR,EE,FALSE,FALSE,FALSE,Closed,"Nov 25, 2021",62905
ESSG Pre-accreditation support (roster firms),Support for direct access entities (ES),Pre-accreditation support to Dos-Credobank to build institutional ESS and Gender capacities,Kyrgyzstan,Agrer_BEL,AP,FALSE,FALSE,FALSE,Closed,"Dec 21, 2021",60200
ETH-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Ethiopia,MOFED_ETH,AF,FALSE,TRUE,FALSE,Cancelled,"Jun 11, 2015",300000
ETH-RS-002,Strategic Framework (SF),Strategic Framework,Ethiopia,GGGI,AF,FALSE,TRUE,FALSE,Disbursed,"Jan 9, 2019",827203
ETH-RS-003,Adaptation Planning,Building Capacity to Facilitate the Integration of the National Adaptation Planning Process in Ethiopia,Ethiopia,GGGI,AF,FALSE,TRUE,TRUE,Disbursed,"May 21, 2021",2159333
ETH-RS-004,,Resilient Recovery Rapid Readiness Support in Ethiopia,Ethiopia,GGGI,AF,FALSE,TRUE,FALSE,Disbursed,"Jun 22, 2021",300000
ETH-RS-005,"NDA Strengthening, including country programming (SP, NDA, CP)","Support for the Establishment of Essential Mechanism, Development of Country Program and Concept Notes, and Pre-Accreditation of a Private Sector Entity and Post-Accreditation of a DAE in Ethiopia",Ethiopia,GGGI,AF,FALSE,TRUE,FALSE,Legal Agreement Effective,"Mar 28, 2024",903359
FJI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Enhancing Direct Access to Climate Finance in Fiji,Fiji,GGGI,AP,TRUE,FALSE,FALSE,Closed,"Oct 17, 2019",1000000
FJI-RS-002,,Enhancing Direct Access to Climate Finance in Fiji  Phase 2,Fiji,GGGI,AP,TRUE,FALSE,FALSE,Disbursed,"Jul 7, 2022",960000
FJI-RS-003,Adaptation Planning,Mainstreaming Adaptation Planning at the Local Level in Fiji,Fiji,GGGI,AP,TRUE,FALSE,TRUE,Disbursed,"Sep 21, 2023",1523328
FSM-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Micronesia (Federated States of),SPC,AP,TRUE,FALSE,FALSE,Closed,"Jun 23, 2015",413110
FSM-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",The Federated States of Micronesia GCF Readiness support II,Micronesia (Federated States of),SPC,AP,TRUE,FALSE,FALSE,Closed,"Apr 24, 2019",992452
FSM-RS-003,,Institutional capacity and coordination for pipeline strengthening,Micronesia (Federated States of),SPC,AP,TRUE,FALSE,FALSE,Disbursed,"Jul 29, 2022",1679176
FSM-RS-004,Adaptation Planning,National Adaptation Planning in the Federated States of Micronesia,Micronesia (Federated States of),SPREP,AP,TRUE,FALSE,TRUE,Disbursed,"May 3, 2023",2996147
GAB-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Gabon,CDCGabon,AF,FALSE,FALSE,FALSE,Closed,"Mar 24, 2016",300000
